NAME,B19013_001E,B01003_001E,zip code tabulation area
ZCTA5 53536,83944,9449,53536
ZCTA5 53537,56375,818,53537
ZCTA5 53538,80784,18604,53538
ZCTA5 53540,54167,129,53540
ZCTA5 53541,60938,834,53541
ZCTA5 53543,82639,1787,53543
ZCTA5 53544,100227,869,53544
ZCTA5 53545,70730,23937,53545
ZCTA5 53546,73430,29482,53546
ZCTA5 53548,74696,20509,53548
ZCTA5 53549,78058,9901,53549
ZCTA5 53550,74931,1228,53550
ZCTA5 53551,89841,9485,53551
ZCTA5 53553,61094,599,53553
ZCTA5 53554,70536,972,53554
ZCTA5 53555,110926,8708,53555
ZCTA5 53556,67188,2354,53556
ZCTA5 53557,92664,419,53557
ZCTA5 53558,107167,13133,53558
ZCTA5 53559,95805,5981,53559
ZCTA5 53560,93516,3375,53560
ZCTA5 53561,95694,1954,53561
ZCTA5 53562,97241,29488,53562
ZCTA5 53563,89397,11468,53563
ZCTA5 53565,81362,4672,53565
ZCTA5 53566,71801,14772,53566
ZCTA5 53569,86458,924,53569
ZCTA5 53570,83143,2696,53570
ZCTA5 53571,65850,227,53571
ZCTA5 53572,104604,10441,53572
ZCTA5 53573,65759,2924,53573
ZCTA5 53574,103246,4120,53574
ZCTA5 53575,110388,17790,53575
ZCTA5 53576,72917,2309,53576
ZCTA5 53577,88750,1305,53577
ZCTA5 53578,100194,6444,53578
ZCTA5 53579,75048,1666,53579
ZCTA5 53580,65357,504,53580
ZCTA5 53581,59630,10141,53581
ZCTA5 53582,85341,1130,53582
ZCTA5 53583,92792,6043,53583
ZCTA5 53584,-666666666,8,53584
ZCTA5 53585,71683,2238,53585
ZCTA5 53586,65658,2336,53586
ZCTA5 53587,78594,1278,53587
ZCTA5 53588,88359,3850,53588
ZCTA5 53589,93509,19684,53589
ZCTA5 53590,96497,43965,53590
ZCTA5 53593,135699,29479,53593
ZCTA5 53594,80000,5187,53594
ZCTA5 53597,114542,20671,53597
ZCTA5 53598,100119,3834,53598
ZCTA5 53599,-666666666,83,53599
ZCTA5 53703,46618,37467,53703
ZCTA5 53704,75007,47136,53704
ZCTA5 53705,82315,25045,53705
ZCTA5 53706,2499,3801,53706
ZCTA5 53711,101236,50474,53711
ZCTA5 53713,57833,23744,53713
ZCTA5 53714,69862,16340,53714
ZCTA5 53715,37598,15499,53715
ZCTA5 53716,89225,18866,53716
ZCTA5 53717,96245,13026,53717
ZCTA5 53718,94899,18642,53718
ZCTA5 53719,92223,33688,53719
ZCTA5 53726,39779,5043,53726
ZCTA5 53792,-666666666,0,53792
ZCTA5 53801,60833,1033,53801
ZCTA5 53802,78571,142,53802
ZCTA5 53803,67813,1230,53803
ZCTA5 53804,73958,1294,53804
ZCTA5 53805,57137,5569,53805
ZCTA5 53806,60489,1573,53806
ZCTA5 53807,72019,4298,53807
ZCTA5 53808,67500,934,53808
ZCTA5 53809,64583,4701,53809
ZCTA5 53810,64219,362,53810
ZCTA5 53811,79531,3064,53811
ZCTA5 53812,84375,256,53812
ZCTA5 53813,80946,6139,53813
ZCTA5 53816,73021,871,53816
ZCTA5 53817,39781,212,53817
ZCTA5 53818,55615,15843,53818
ZCTA5 53820,73750,2472,53820
ZCTA5 53821,59476,7711,53821
ZCTA5 53825,83929,407,53825
ZCTA5 53826,71324,1360,53826
ZCTA5 53827,69375,398,53827
ZCTA5 53901,72244,14654,53901
ZCTA5 53910,46780,3618,53910
ZCTA5 53911,99375,1480,53911
ZCTA5 53913,73856,21342,53913
ZCTA5 53916,72704,22956,53916
ZCTA5 53919,93516,2308,53919
ZCTA5 53920,74250,544,53920
ZCTA5 53922,88472,1033,53922
ZCTA5 53923,74750,2294,53923
ZCTA5 53924,69063,1277,53924
ZCTA5 53925,86667,8956,53925
ZCTA5 53926,56324,1877,53926
ZCTA5 53928,83125,86,53928
ZCTA5 53929,66216,2833,53929
ZCTA5 53930,78125,1243,53930
ZCTA5 53931,81667,368,53931
ZCTA5 53932,80486,2470,53932
ZCTA5 53933,80536,4074,53933
ZCTA5 53934,46563,4404,53934
ZCTA5 53935,76818,269,53935
ZCTA5 53936,54087,1174,53936
ZCTA5 53937,86957,1085,53937
ZCTA5 53939,63750,269,53939
ZCTA5 53940,-666666666,0,53940
ZCTA5 53941,80518,3009,53941
ZCTA5 53942,108393,151,53942
ZCTA5 53943,71154,1291,53943
ZCTA5 53944,71758,2299,53944
ZCTA5 53946,73250,4308,53946
ZCTA5 53947,57500,241,53947
ZCTA5 53948,58534,8221,53948
ZCTA5 53949,62000,6291,53949
ZCTA5 53950,69832,5838,53950
ZCTA5 53951,70729,2571,53951
ZCTA5 53952,62056,3528,53952
ZCTA5 53953,42417,179,53953
ZCTA5 53954,80938,6579,53954
ZCTA5 53955,95802,5909,53955
ZCTA5 53956,84722,3238,53956
ZCTA5 53959,76313,14391,53959
ZCTA5 53960,82143,3235,53960
ZCTA5 53961,80625,838,53961
ZCTA5 53962,25500,23,53962
ZCTA5 53963,73945,13927,53963
ZCTA5 53964,69112,3475,53964
ZCTA5 53965,65237,11197,53965
ZCTA5 53968,71786,2444,53968
ZCTA5 53969,73125,361,53969
ZCTA5 54001,79281,7947,54001
ZCTA5 54002,84879,6887,54002
ZCTA5 54003,94167,979,54003
ZCTA5 54004,64145,2188,54004
ZCTA5 54005,82500,3222,54005
ZCTA5 54006,76719,823,54006
ZCTA5 54007,83618,1061,54007
ZCTA5 54009,88811,2725,54009
ZCTA5 54011,86442,6910,54011
ZCTA5 54013,86488,3383,54013
ZCTA5 54014,98512,2018,54014
ZCTA5 54015,109143,4107,54015
ZCTA5 54016,111402,33784,54016
ZCTA5 54017,99804,19722,54017
ZCTA5 54020,79833,7729,54020
ZCTA5 54021,107096,7341,54021
ZCTA5 54022,91292,24245,54022
ZCTA5 54023,107333,4612,54023
ZCTA5 54024,76455,5020,54024
ZCTA5 54025,95617,7497,54025
ZCTA5 54026,93235,2217,54026
ZCTA5 54027,100313,1154,54027
ZCTA5 54028,83667,2666,54028
ZCTA5 54082,130738,2026,54082
ZCTA5 54101,95588,3019,54101
ZCTA5 54102,41875,740,54102
ZCTA5 54103,54740,493,54103
ZCTA5 54104,54443,1003,54104
ZCTA5 54106,88606,4945,54106
ZCTA5 54107,76394,3626,54107
ZCTA5 54110,85682,5708,54110
ZCTA5 54111,65469,2002,54111
ZCTA5 54112,69237,2707,54112
ZCTA5 54113,89310,3633,54113
ZCTA5 54114,57519,5845,54114
ZCTA5 54115,92023,49663,54115
ZCTA5 54119,58958,685,54119
ZCTA5 54120,50000,179,54120
ZCTA5 54121,57927,3213,54121
ZCTA5 54123,67500,213,54123
ZCTA5 54124,64688,3345,54124
ZCTA5 54125,52500,437,54125
ZCTA5 54126,101111,4149,54126
ZCTA5 54127,-666666666,44,54127
ZCTA5 54128,59916,2109,54128
ZCTA5 54129,75662,3323,54129
ZCTA5 54130,86364,28030,54130
ZCTA5 54135,52600,2968,54135
ZCTA5 54136,66472,6936,54136
ZCTA5 54137,93558,1097,54137
ZCTA5 54138,64924,860,54138
ZCTA5 54139,76799,3041,54139
ZCTA5 54140,72049,8276,54140
ZCTA5 54141,100370,2758,54141
ZCTA5 54143,68183,15134,54143
ZCTA5 54149,52500,1194,54149
ZCTA5 54150,63092,1132,54150
ZCTA5 54151,69076,3495,54151
ZCTA5 54152,61500,253,54152
ZCTA5 54153,69485,7401,54153
ZCTA5 54154,57887,5813,54154
ZCTA5 54155,98573,7599,54155
ZCTA5 54156,49722,1514,54156
ZCTA5 54157,69158,6044,54157
ZCTA5 54159,59632,1360,54159
ZCTA5 54160,64583,264,54160
ZCTA5 54161,65179,2683,54161
ZCTA5 54162,79053,9462,54162
ZCTA5 54165,88135,7698,54165
ZCTA5 54166,64643,16761,54166
ZCTA5 54169,114943,3204,54169
ZCTA5 54170,76705,3767,54170
ZCTA5 54171,115833,4029,54171
ZCTA5 54173,105294,3710,54173
ZCTA5 54174,71774,3124,54174
ZCTA5 54175,87500,1102,54175
ZCTA5 54177,59773,2788,54177
ZCTA5 54180,101731,3364,54180
ZCTA5 54201,65772,5178,54201
ZCTA5 54202,71250,1707,54202
ZCTA5 54204,83158,2070,54204
ZCTA5 54205,91563,2281,54205
ZCTA5 54207,75357,153,54207
ZCTA5 54208,90956,6094,54208
ZCTA5 54209,70833,1529,54209
ZCTA5 54210,80833,893,54210
ZCTA5 54211,79896,341,54211
ZCTA5 54212,91250,903,54212
ZCTA5 54213,90625,1473,54213
ZCTA5 54214,85000,474,54214
ZCTA5 54215,42375,178,54215
ZCTA5 54216,81650,6146,54216
ZCTA5 54217,85893,7736,54217
ZCTA5 54220,65188,40739,54220
ZCTA5 54227,87125,1670,54227
ZCTA5 54228,72284,2886,54228
ZCTA5 54229,93456,4457,54229
ZCTA5 54230,78964,4240,54230
ZCTA5 54232,56875,881,54232
ZCTA5 54234,72762,2130,54234
ZCTA5 54235,68141,17845,54235
ZCTA5 54241,63415,13999,54241
ZCTA5 54245,83375,2020,54245
ZCTA5 54246,73542,784,54246
ZCTA5 54247,76992,2594,54247
ZCTA5 54301,76768,21674,54301
ZCTA5 54302,55772,31426,54302
ZCTA5 54303,58110,27694,54303
ZCTA5 54304,60369,27876,54304
ZCTA5 54307,-666666666,1162,54307
ZCTA5 54311,83178,37588,54311
ZCTA5 54313,108410,40959,54313
ZCTA5 54401,69542,31430,54401
ZCTA5 54403,66040,24976,54403
ZCTA5 54405,65430,2779,54405
ZCTA5 54406,76445,4008,54406
ZCTA5 54407,95682,1338,54407
ZCTA5 54408,72083,1222,54408
ZCTA5 54409,55340,12757,54409
ZCTA5 54410,78333,2440,54410
ZCTA5 54411,78646,5053,54411
ZCTA5 54412,80872,2050,54412
ZCTA5 54413,60313,210,54413
ZCTA5 54414,75000,3322,54414
ZCTA5 54416,58100,1633,54416
ZCTA5 54417,-666666666,6,54417
ZCTA5 54418,78542,1131,54418
ZCTA5 54420,77500,1365,54420
ZCTA5 54421,59738,3724,54421
ZCTA5 54422,65809,1386,54422
ZCTA5 54423,116941,2235,54423
ZCTA5 54424,77500,1470,54424
ZCTA5 54425,61500,1844,54425
ZCTA5 54426,78380,4359,54426
ZCTA5 54427,79167,1199,54427
ZCTA5 54428,49407,953,54428
ZCTA5 54430,56250,83,54430
ZCTA5 54433,62500,1791,54433
ZCTA5 54435,82440,1977,54435
ZCTA5 54436,65188,2139,54436
ZCTA5 54437,64279,3173,54437
ZCTA5 54440,84417,2702,54440
ZCTA5 54441,89079,795,54441
ZCTA5 54442,65000,1530,54442
ZCTA5 54443,96397,2111,54443
ZCTA5 54446,72422,3446,54446
ZCTA5 54447,60208,479,54447
ZCTA5 54448,94500,4243,54448
ZCTA5 54449,66611,26368,54449
ZCTA5 54450,70500,477,54450
ZCTA5 54451,63882,11051,54451
ZCTA5 54452,65522,18949,54452
ZCTA5 54454,81477,1356,54454
ZCTA5 54455,94609,18994,54455
ZCTA5 54456,66867,5968,54456
ZCTA5 54457,72005,8262,54457
ZCTA5 54458,65250,135,54458
ZCTA5 54459,56513,1377,54459
ZCTA5 54460,65260,2636,54460
ZCTA5 54462,77667,378,54462
ZCTA5 54463,56765,763,54463
ZCTA5 54464,-666666666,84,54464
ZCTA5 54465,50875,720,54465
ZCTA5 54466,64688,2608,54466
ZCTA5 54467,82255,14889,54467
ZCTA5 54469,74688,1830,54469
ZCTA5 54470,59430,2076,54470
ZCTA5 54471,84280,1640,54471
ZCTA5 54473,77981,2405,54473
ZCTA5 54474,78125,4560,54474
ZCTA5 54475,80208,1412,54475
ZCTA5 54476,76132,19305,54476
ZCTA5 54479,79542,3592,54479
ZCTA5 54480,57250,1445,54480
ZCTA5 54481,57234,27878,54481
ZCTA5 54482,94919,9107,54482
ZCTA5 54484,69341,5543,54484
ZCTA5 54485,72292,432,54485
ZCTA5 54486,58240,2112,54486
ZCTA5 54487,76712,9740,54487
ZCTA5 54488,66607,1144,54488
ZCTA5 54489,61845,1385,54489
ZCTA5 54490,67000,994,54490
ZCTA5 54491,52037,1683,54491
ZCTA5 54493,72375,646,54493
ZCTA5 54494,71087,27516,54494
ZCTA5 54495,49476,7857,54495
ZCTA5 54498,69519,2401,54498
ZCTA5 54499,65000,2879,54499
ZCTA5 54501,68602,21096,54501
ZCTA5 54511,64405,1375,54511
ZCTA5 54512,71875,1466,54512
ZCTA5 54513,61627,442,54513
ZCTA5 54514,73875,1810,54514
ZCTA5 54515,55417,635,54515
ZCTA5 54517,71857,187,54517
ZCTA5 54519,62778,1293,54519
ZCTA5 54520,58493,3866,54520
ZCTA5 54521,72619,8555,54521
ZCTA5 54524,41042,682,54524
ZCTA5 54525,65417,311,54525
ZCTA5 54526,52614,673,54526
ZCTA5 54527,49718,958,54527
ZCTA5 54529,73068,1199,54529
ZCTA5 54530,47500,739,54530
ZCTA5 54531,80000,1458,54531
ZCTA5 54534,53889,2593,54534
ZCTA5 54536,56000,158,54536
ZCTA5 54537,59464,613,54537
ZCTA5 54538,49915,2919,54538
ZCTA5 54539,64044,1404,54539
ZCTA5 54540,63438,985,54540
ZCTA5 54541,57083,1516,54541
ZCTA5 54542,45625,615,54542
ZCTA5 54545,80607,954,54545
ZCTA5 54546,66667,1133,54546
ZCTA5 54547,60795,1396,54547
ZCTA5 54548,69784,5703,54548
ZCTA5 54550,67500,655,54550
ZCTA5 54552,58389,4290,54552
ZCTA5 54554,58478,1099,54554
ZCTA5 54555,58613,4726,54555
ZCTA5 54556,52656,1121,54556
ZCTA5 54557,81750,1061,54557
ZCTA5 54558,62404,2224,54558
ZCTA5 54559,69415,855,54559
ZCTA5 54560,70208,574,54560
ZCTA5 54561,-666666666,63,54561
ZCTA5 54562,67875,1867,54562
ZCTA5 54563,81771,810,54563
ZCTA5 54564,46250,382,54564
ZCTA5 54565,46250,45,54565
ZCTA5 54566,54762,1377,54566
ZCTA5 54568,71944,4864,54568
ZCTA5 54601,60078,50474,54601
ZCTA5 54603,49693,14181,54603
ZCTA5 54610,61563,1544,54610
ZCTA5 54611,71250,1301,54611
ZCTA5 54612,66447,5745,54612
ZCTA5 54613,48672,2141,54613
ZCTA5 54614,81302,2647,54614
ZCTA5 54615,63391,11054,54615
ZCTA5 54616,72727,2348,54616
ZCTA5 54618,67411,2198,54618
ZCTA5 54619,70612,3842,54619
ZCTA5 54621,90563,1361,54621
ZCTA5 54622,79531,2109,54622
ZCTA5 54623,85833,1949,54623
ZCTA5 54624,78558,1545,54624
ZCTA5 54625,53177,334,54625
ZCTA5 54626,72614,1388,54626
ZCTA5 54627,81806,2005,54627
ZCTA5 54628,65000,938,54628
ZCTA5 54629,75563,2546,54629
ZCTA5 54630,88429,4328,54630
ZCTA5 54631,61319,1828,54631
ZCTA5 54632,79167,1149,54632
ZCTA5 54634,58890,4514,54634
ZCTA5 54635,73250,1827,54635
ZCTA5 54636,91156,16784,54636
ZCTA5 54637,61250,134,54637
ZCTA5 54638,58510,1541,54638
ZCTA5 54639,57446,2640,54639
ZCTA5 54642,71007,2360,54642
ZCTA5 54643,-666666666,3,54643
ZCTA5 54644,79250,1297,54644
ZCTA5 54645,48472,114,54645
ZCTA5 54646,58250,3752,54646
ZCTA5 54648,70227,1616,54648
ZCTA5 54650,85255,24619,54650
ZCTA5 54651,58833,1225,54651
ZCTA5 54652,54583,1048,54652
ZCTA5 54653,69583,1232,54653
ZCTA5 54654,-666666666,150,54654
ZCTA5 54655,54107,1643,54655
ZCTA5 54656,70605,18068,54656
ZCTA5 54657,61875,387,54657
ZCTA5 54658,72734,2458,54658
ZCTA5 54659,67727,1164,54659
ZCTA5 54660,61146,16100,54660
ZCTA5 54661,76232,3788,54661
ZCTA5 54664,70652,1659,54664
ZCTA5 54665,70893,8741,54665
ZCTA5 54666,78750,2623,54666
ZCTA5 54667,71687,5013,54667
ZCTA5 54669,100214,8227,54669
ZCTA5 54670,83043,2060,54670
ZCTA5 54701,71406,42348,54701
ZCTA5 54703,68801,43022,54703
ZCTA5 54720,81101,9127,54720
ZCTA5 54721,74179,1345,54721
ZCTA5 54722,66500,4175,54722
ZCTA5 54723,83750,1020,54723
ZCTA5 54724,71121,7560,54724
ZCTA5 54725,69048,3041,54725
ZCTA5 54726,72321,1715,54726
ZCTA5 54727,78800,4798,54727
ZCTA5 54728,71538,5631,54728
ZCTA5 54729,76603,34853,54729
ZCTA5 54730,80347,5514,54730
ZCTA5 54731,61125,613,54731
ZCTA5 54732,64886,2820,54732
ZCTA5 54733,56850,1311,54733
ZCTA5 54734,66083,727,54734
ZCTA5 54736,73405,4239,54736
ZCTA5 54737,82292,563,54737
ZCTA5 54738,93875,3759,54738
ZCTA5 54739,91385,5315,54739
ZCTA5 54740,75505,1858,54740
ZCTA5 54741,67692,1960,54741
ZCTA5 54742,92353,4854,54742
ZCTA5 54745,69722,2232,54745
ZCTA5 54746,62500,666,54746
ZCTA5 54747,65083,2685,54747
ZCTA5 54748,72600,1209,54748
ZCTA5 54749,68750,1446,54749
ZCTA5 54750,96250,1025,54750
ZCTA5 54751,67995,26000,54751
ZCTA5 54754,57422,1518,54754
ZCTA5 54755,66750,7287,54755
ZCTA5 54756,71250,920,54756
ZCTA5 54757,66500,3631,54757
ZCTA5 54758,70045,4604,54758
ZCTA5 54759,84375,1439,54759
ZCTA5 54760,73750,175,54760
ZCTA5 54761,68750,1135,54761
ZCTA5 54762,62292,1218,54762
ZCTA5 54763,60625,1011,54763
ZCTA5 54766,62847,1830,54766
ZCTA5 54767,86417,3277,54767
ZCTA5 54768,57644,6588,54768
ZCTA5 54769,71429,542,54769
ZCTA5 54770,79545,2155,54770
ZCTA5 54771,66955,4291,54771
ZCTA5 54772,87188,1131,54772
ZCTA5 54773,69965,3562,54773
ZCTA5 54801,58591,6122,54801
ZCTA5 54805,62917,1662,54805
ZCTA5 54806,59556,11708,54806
ZCTA5 54810,66842,2911,54810
ZCTA5 54812,63882,6078,54812
ZCTA5 54813,73750,693,54813
ZCTA5 54814,62813,2811,54814
ZCTA5 54817,85000,2105,54817
ZCTA5 54819,56026,2584,54819
ZCTA5 54820,79500,782,54820
ZCTA5 54821,58352,1512,54821
ZCTA5 54822,66250,4911,54822
ZCTA5 54824,66450,2067,54824
ZCTA5 54826,82188,772,54826
ZCTA5 54827,83750,314,54827
ZCTA5 54828,46938,625,54828
ZCTA5 54829,61276,5442,54829
ZCTA5 54830,65231,3414,54830
ZCTA5 54832,73409,459,54832
ZCTA5 54835,51528,962,54835
ZCTA5 54836,80469,933,54836
ZCTA5 54837,69583,3689,54837
ZCTA5 54838,75000,1302,54838
ZCTA5 54839,73750,362,54839
ZCTA5 54840,63988,4706,54840
ZCTA5 54841,63958,265,54841
ZCTA5 54842,93333,261,54842
ZCTA5 54843,59333,13167,54843
ZCTA5 54844,65625,285,54844
ZCTA5 54845,45000,122,54845
ZCTA5 54846,75938,647,54846
ZCTA5 54847,67946,2454,54847
ZCTA5 54848,55328,5866,54848
ZCTA5 54849,77353,1826,54849
ZCTA5 54850,69875,341,54850
ZCTA5 54853,72750,3575,54853
ZCTA5 54854,81500,907,54854
ZCTA5 54855,57250,896,54855
ZCTA5 54856,69091,1585,54856
ZCTA5 54857,113750,36,54857
ZCTA5 54858,51466,1578,54858
ZCTA5 54859,51641,2265,54859
ZCTA5 54861,-666666666,205,54861
ZCTA5 54862,64375,313,54862
ZCTA5 54864,80781,1534,54864
ZCTA5 54865,62500,492,54865
ZCTA5 54867,39637,555,54867
ZCTA5 54868,64567,16054,54868
ZCTA5 54870,64097,1701,54870
ZCTA5 54871,70100,3323,54871
ZCTA5 54872,51781,2482,54872
ZCTA5 54873,85909,3236,54873
ZCTA5 54874,83350,3813,54874
ZCTA5 54875,54471,1332,54875
ZCTA5 54876,69444,1690,54876
ZCTA5 54880,66942,30211,54880
ZCTA5 54888,67232,1320,54888
ZCTA5 54889,71951,2889,54889
ZCTA5 54891,70298,3327,54891
ZCTA5 54893,57454,4324,54893
ZCTA5 54895,65347,812,54895
ZCTA5 54896,58831,1601,54896
ZCTA5 54901,61734,36999,54901
ZCTA5 54902,64548,21982,54902
ZCTA5 54904,95813,22428,54904
ZCTA5 54909,78365,2042,54909
ZCTA5 54911,66747,25598,54911
ZCTA5 54913,103149,24366,54913
ZCTA5 54914,77199,31448,54914
ZCTA5 54915,83814,44269,54915
ZCTA5 54921,72708,1351,54921
ZCTA5 54922,73371,1087,54922
ZCTA5 54923,63750,8850,54923
ZCTA5 54926,-666666666,139,54926
ZCTA5 54927,126012,530,54927
ZCTA5 54928,72375,536,54928
ZCTA5 54929,60973,8969,54929
ZCTA5 54930,77266,1835,54930
ZCTA5 54931,66657,417,54931
ZCTA5 54932,108977,1295,54932
ZCTA5 54933,71875,132,54933
ZCTA5 54935,63060,41474,54935
ZCTA5 54937,79212,21877,54937
ZCTA5 54940,87900,4502,54940
ZCTA5 54941,77875,2637,54941
ZCTA5 54942,113633,10984,54942
ZCTA5 54943,59500,2335,54943
ZCTA5 54944,98675,9167,54944
ZCTA5 54945,67339,3408,54945
ZCTA5 54946,-666666666,381,54946
ZCTA5 54947,96429,2180,54947
ZCTA5 54948,53500,181,54948
ZCTA5 54949,84286,3549,54949
ZCTA5 54950,65815,2756,54950
ZCTA5 54952,67280,27127,54952
ZCTA5 54956,81386,46658,54956
ZCTA5 54960,61250,2898,54960
ZCTA5 54961,71337,14310,54961
ZCTA5 54962,82083,1083,54962
ZCTA5 54963,76987,7203,54963
ZCTA5 54964,66094,936,54964
ZCTA5 54965,68409,1253,54965
ZCTA5 54966,64250,2155,54966
ZCTA5 54967,49566,458,54967
ZCTA5 54968,65650,2742,54968
ZCTA5 54970,64653,3916,54970
ZCTA5 54971,65914,10783,54971
ZCTA5 54974,91548,1515,54974
ZCTA5 54977,75625,1448,54977
ZCTA5 54978,87143,93,54978
ZCTA5 54979,104167,1879,54979
ZCTA5 54980,-666666666,247,54980
ZCTA5 54981,76821,15064,54981
ZCTA5 54982,63814,6881,54982
ZCTA5 54983,69646,4175,54983
ZCTA5 54984,59702,3245,54984
ZCTA5 54985,-666666666,593,54985
ZCTA5 54986,90479,5339,54986
ZCTA5 55001,130625,2956,55001
ZCTA5 55003,115781,3948,55003
ZCTA5 55005,109464,4756,55005
ZCTA5 55006,64167,3655,55006
ZCTA5 55007,66875,2158,55007
ZCTA5 55008,83209,16091,55008
ZCTA5 55009,89023,8258,55009
ZCTA5 55011,126957,11025,55011
ZCTA5 55012,93500,1995,55012
ZCTA5 55013,99898,7030,55013
ZCTA5 55014,98952,28975,55014
ZCTA5 55016,121295,39925,55016
ZCTA5 55017,78333,971,55017
ZCTA5 55018,91071,931,55018
ZCTA5 55019,112273,2336,55019
ZCTA5 55020,127159,4391,55020
ZCTA5 55021,70296,30860,55021
ZCTA5 55024,123582,36681,55024
ZCTA5 55025,95993,25759,55025
ZCTA5 55026,104688,451,55026
ZCTA5 55027,92857,2948,55027
ZCTA5 55029,75833,27,55029
ZCTA5 55030,76875,1425,55030
ZCTA5 55031,113654,1682,55031
ZCTA5 55032,106522,3353,55032
ZCTA5 55033,102026,29241,55033
ZCTA5 55036,24643,34,55036
ZCTA5 55037,61319,5077,55037
ZCTA5 55038,127194,24246,55038
ZCTA5 55040,88576,14451,55040
ZCTA5 55041,83673,7532,55041
ZCTA5 55042,154779,13156,55042
ZCTA5 55043,101754,3471,55043
ZCTA5 55044,140612,63280,55044
ZCTA5 55045,110685,7854,55045
ZCTA5 55046,91982,6030,55046
ZCTA5 55047,100357,2230,55047
ZCTA5 55049,90700,2634,55049
ZCTA5 55051,71232,9927,55051
ZCTA5 55052,78375,1894,55052
ZCTA5 55053,107188,995,55053
ZCTA5 55054,151845,2582,55054
ZCTA5 55055,63365,4460,55055
ZCTA5 55056,93601,14279,55056
ZCTA5 55057,97521,25458,55057
ZCTA5 55060,83848,29601,55060
ZCTA5 55063,74854,9270,55063
ZCTA5 55065,116500,1320,55065
ZCTA5 55066,70529,19125,55066
ZCTA5 55068,125271,32194,55068
ZCTA5 55069,75139,5936,55069
ZCTA5 55070,101925,8403,55070
ZCTA5 55071,98945,5807,55071
ZCTA5 55072,57500,4409,55072
ZCTA5 55073,130556,4145,55073
ZCTA5 55074,104545,2260,55074
ZCTA5 55075,84573,20651,55075
ZCTA5 55076,98026,21258,55076
ZCTA5 55077,108314,14585,55077
ZCTA5 55079,111484,8840,55079
ZCTA5 55080,100789,3281,55080
ZCTA5 55082,117538,36414,55082
ZCTA5 55084,90500,1942,55084
ZCTA5 55085,93333,409,55085
ZCTA5 55087,126364,425,55087
ZCTA5 55088,128958,1727,55088
ZCTA5 55089,105938,1760,55089
ZCTA5 55090,80179,377,55090
ZCTA5 55092,97241,11103,55092
ZCTA5 55101,72703,7937,55101
ZCTA5 55102,74143,19565,55102
ZCTA5 55103,47872,13892,55103
ZCTA5 55104,75038,45777,55104
ZCTA5 55105,108200,27470,55105
ZCTA5 55106,68601,56969,55106
ZCTA5 55107,78125,15533,55107
ZCTA5 55108,84583,15339,55108
ZCTA5 55109,81759,34266,55109
ZCTA5 55110,97211,37272,55110
ZCTA5 55111,-666666666,100,55111
ZCTA5 55112,93823,45680,55112
ZCTA5 55113,86830,40786,55113
ZCTA5 55114,65236,4655,55114
ZCTA5 55115,132796,8926,55115
ZCTA5 55116,83156,26099,55116
ZCTA5 55117,71784,44095,55117
ZCTA5 55118,85229,29396,55118
ZCTA5 55119,77870,44068,55119
ZCTA5 55120,111900,5080,55120
ZCTA5 55121,86929,9329,55121
ZCTA5 55122,93980,31483,55122
ZCTA5 55123,134265,27288,55123
ZCTA5 55124,99354,55675,55124
ZCTA5 55125,118129,44929,55125
ZCTA5 55126,109017,27484,55126
ZCTA5 55127,113355,18607,55127
ZCTA5 55128,89642,28945,55128
ZCTA5 55129,152500,32016,55129
ZCTA5 55130,53281,18634,55130
ZCTA5 55150,108750,181,55150
ZCTA5 55155,-666666666,0,55155
ZCTA5 55301,131157,13485,55301
ZCTA5 55302,78194,7348,55302
ZCTA5 55303,101351,52121,55303
ZCTA5 55304,127145,49452,55304
ZCTA5 55305,106480,21274,55305
ZCTA5 55306,98012,16191,55306
ZCTA5 55307,72059,3236,55307
ZCTA5 55308,103815,9788,55308
ZCTA5 55309,118387,21406,55309
ZCTA5 55310,81667,1386,55310
ZCTA5 55311,148122,37873,55311
ZCTA5 55312,97976,1412,55312
ZCTA5 55313,93471,24862,55313
ZCTA5 55314,72656,1148,55314
ZCTA5 55315,140446,7034,55315
ZCTA5 55316,115719,23450,55316
ZCTA5 55317,133573,22373,55317
ZCTA5 55318,111781,29884,55318
ZCTA5 55319,111343,5490,55319
ZCTA5 55320,109242,5676,55320
ZCTA5 55321,81250,5592,55321
ZCTA5 55322,112455,3548,55322
ZCTA5 55324,81488,1193,55324
ZCTA5 55325,89122,4682,55325
ZCTA5 55327,133721,5542,55327
ZCTA5 55328,118036,9933,55328
ZCTA5 55329,74063,2252,55329
ZCTA5 55330,111481,45080,55330
ZCTA5 55331,160029,19291,55331
ZCTA5 55332,58177,1714,55332
ZCTA5 55333,62250,697,55333
ZCTA5 55334,70150,2777,55334
ZCTA5 55335,59034,1633,55335
ZCTA5 55336,73314,8266,55336
ZCTA5 55337,81641,48104,55337
ZCTA5 55338,85347,1002,55338
ZCTA5 55339,88929,934,55339
ZCTA5 55340,174120,9776,55340
ZCTA5 55341,147903,3454,55341
ZCTA5 55342,63257,1884,55342
ZCTA5 55343,82415,26482,55343
ZCTA5 55344,89590,14180,55344
ZCTA5 55345,143287,21255,55345
ZCTA5 55346,137125,18602,55346
ZCTA5 55347,152850,30467,55347
ZCTA5 55349,100054,3555,55349
ZCTA5 55350,78663,18567,55350
ZCTA5 55352,112923,10426,55352
ZCTA5 55353,87969,3273,55353
ZCTA5 55354,94950,3089,55354
